location,time,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³)
Chennai,2022-10-06,45.56130952380949,31.535238095238075,355.35873015872994,19.218849206349194,23.50349206349205,69.76547619047615
Chennai,2022-10-07,46.00047619047617,30.69821428571427,370.363095238095,20.456785714285704,26.651547619047605,80.80595238095233
Chennai,2022-10-08,53.63452380952378,35.37440476190474,383.28055555555534,23.22773809523808,22.911706349206337,86.1523809523809
Chennai,2022-10-09,22.44785714285713,14.780238095238088,236.26666666666654,13.946031746031737,18.778928571428562,50.70595238095235
Chennai,2022-10-10,23.30785714285713,15.01999999999999,270.88095238095224,17.3986111111111,16.035833333333326,57.14285714285711
Chennai,2022-10-11,21.562738095238085,13.183095238095229,221.74166666666656,11.995476190476184,15.20047619047618,50.43333333333331
Chennai,2022-10-12,34.510833333333316,21.413214285714275,277.05039682539666,21.25333333333332,21.221587301587288,75.1380952380952
Chennai,2022-10-13,29.893809523809505,19.617023809523797,308.38095238095224,18.8486111111111,21.001785714285703,81.53333333333329
Chennai,2022-10-14,24.18333333333332,15.937142857142847,287.36547619047604,18.799365079365067,19.107658730158718,65.43690476190473
Chennai,2022-10-15,23.149999999999988,14.897261904761896,265.0956349206347,19.96499999999999,18.293928571428562,70.38571428571424
Chennai,2022-10-16,17.174642857142846,10.844285714285709,224.57261904761893,14.62404761904761,17.66031746031745,49.96071428571426
Chennai,2022-10-17,19.123333333333324,12.477023809523802,197.58333333333323,16.40238095238094,23.65380952380951,43.128571428571405
Chennai,2022-10-18,26.91261904761903,17.56511904761904,251.65595238095224,18.648492063492053,22.927658730158715,42.78333333333331
Chennai,2022-10-19,28.398095238095223,17.976904761904752,280.0595238095237,12.30666666666666,20.97904761904761,110.5916666666666
Chennai,2022-10-20,21.996547619047604,12.88321428571428,230.0380952380951,9.8097619047619,17.745357142857134,72.66547619047616
Chennai,2022-10-21,35.871071428571405,21.232976190476176,269.017857142857,9.293809523809518,14.694920634920628,104.5071428571428
Chennai,2022-10-22,55.62416666666664,32.58202380952379,383.87976190476166,15.065952380952373,17.519761904761896,133.89880952380943
Chennai,2022-10-23,45.567499999999974,30.622261904761885,374.89007936507915,17.335912698412688,24.999880952380938,121.34404761904754
Chennai,2022-10-24,54.240714285714255,37.32047619047617,342.39880952380935,18.802658730158722,23.63615079365078,103.40119047619042
Chennai,2022-10-25,59.76313492063488,40.4224603174603,384.3234126984125,18.51829365079364,22.908095238095225,115.03452380952375
Chennai,2022-10-26,43.1288095238095,27.279404761904743,325.74047619047604,21.99845238095237,17.473928571428562,115.90119047619042
Chennai,2022-10-27,31.943571428571413,18.68940476190475,257.57976190476177,15.845238095238086,10.245833333333328,89.70952380952376
Chennai,2022-10-28,32.32214285714284,18.404642857142846,241.0821428571427,13.780952380952373,10.679999999999993,82.12261904761901
Chennai,2022-10-29,54.741785714285676,30.248690476190458,270.63928571428556,17.181309523809514,14.050952380952372,112.90833333333326
Chennai,2022-10-30,74.09178571428568,42.65619047619045,295.50238095238075,13.577261904761897,13.24154761904761,132.51071428571422
Chennai,2022-10-31,52.276904761904724,31.961309523809504,289.14880952380935,14.71047619047618,10.313571428571423,110.09047619047612
Chennai,2022-11-01,24.958214285714273,16.136428571428564,269.30476190476173,16.350039682539673,9.573333333333329,63.559523809523775
Chennai,2022-11-02,18.960833333333323,11.716904761904756,259.24047619047604,14.525119047619038,8.64023809523809,67.96190476190472
Chennai,2022-11-03,21.051547619047607,12.691190476190469,291.3142857142855,14.17464285714285,11.567261904761898,62.934523809523775
Chennai,2022-11-04,23.485595238095225,14.127738095238087,323.6785714285713,12.581428571428566,12.797380952380946,52.73928571428568
Chennai,2022-11-05,41.65035714285712,23.719880952380937,332.72738095238077,15.153333333333324,12.085952380952373,85.41666666666661
Chennai,2022-11-06,51.71892857142854,28.9317857142857,321.0321428571427,16.478214285714277,10.508095238095231,101.7011904761904
Chennai,2022-11-07,46.36071428571426,26.4367857142857,307.3321428571427,15.146309523809515,9.21273809523809,98.95952380952376
Chennai,2022-11-08,39.58785714285712,22.9267857142857,282.3059523809522,14.323452380952373,9.04773809523809,81.24404761904758
Chennai,2022-11-09,31.59011904761903,18.31547619047618,260.0464285714284,13.136309523809516,8.779999999999996,79.49523809523805
Chennai,2022-11-10,39.78892857142855,22.240476190476176,226.51666666666654,9.865595238095233,7.379047619047615,91.96428571428567
Chennai,2022-11-11,36.85797619047617,20.692976190476177,231.33928571428558,13.202023809523801,6.335595238095234,92.70952380952376
Chennai,2022-11-12,17.34904761904761,10.206904761904756,215.92738095238084,10.7447619047619,8.283571428571424,54.14880952380949
Chennai,2022-11-13,22.06083333333332,13.38559523809523,285.4023809523808,13.552142857142849,9.956547619047614,69.7428571428571
Chennai,2022-11-14,72.74952380952377,44.383452380952356,383.4468253968252,16.74249999999999,13.268214285714278,103.45476190476184
Chennai,2022-11-15,73.83011904761901,44.845238095238074,390.54880952380927,18.457261904761896,17.34749999999999,110.84404761904756
Chennai,2022-11-16,80.8030952380952,48.934642857142826,365.9178571428569,20.931349206349193,20.00857142857142,118.89523809523803
Chennai,2022-11-17,74.5101587301587,47.54440476190473,383.14523809523786,16.932539682539673,24.257619047619034,134.90357142857135
Chennai,2022-11-18,77.54615079365074,45.3338095238095,360.64285714285694,16.913015873015862,18.895714285714273,137.57738095238088
Chennai,2022-11-19,71.63797619047615,41.412619047619025,355.9119047619045,17.708055555555546,17.73297619047618,136.49285714285705
Chennai,2022-11-20,61.93369047619044,41.369999999999976,304.0309523809522,16.981785714285703,21.80761904761904,119.96190476190469
Chennai,2022-11-21,52.16416666666664,35.77488095238093,309.52976190476176,18.93734126984126,21.92035714285713,92.94642857142851
Chennai,2022-11-22,41.50857142857141,27.154642857142843,315.87380952380937,17.990873015873007,18.49988095238094,82.18690476190471
Chennai,2022-11-23,46.7263095238095,29.960833333333316,316.25833333333316,18.67857142857142,19.627698412698404,93.41071428571423
Chennai,2022-11-24,40.529761904761884,26.250952380952366,287.4476190476189,16.911785714285703,21.736785714285702,77.33095238095234
Chennai,2022-11-25,28.345833333333317,17.899166666666655,220.2380952380951,11.045833333333327,21.957896825396816,50.90952380952378
Chennai,2022-11-26,49.31273809523807,31.267738095238077,339.66944444444425,14.47654761904761,17.27833333333332,87.12023809523805
Chennai,2022-11-27,60.74218253968251,39.8563095238095,373.8817460317459,21.063412698412687,21.192817460317446,106.54880952380945
Chennai,2022-11-28,73.73091269841265,45.57753968253965,397.26507936507915,21.880277777777764,19.154325396825385,126.36190476190468
Chennai,2022-11-29,70.13702380952377,41.01011904761902,366.7726190476189,20.08940476190475,17.25738095238094,126.68928571428563
Chennai,2022-11-30,67.99789682539678,41.633293650793625,339.3083333333331,16.840714285714274,11.674880952380946,107.59761904761899
Chennai,2022-12-01,41.61857142857141,24.448690476190464,324.6107142857141,15.375238095238087,11.587857142857137,81.09880952380948
Chennai,2022-12-02,20.51797619047618,12.333809523809515,229.84523809523796,11.211071428571422,11.577738095238088,47.89404761904759
Chennai,2022-12-03,42.35511904761902,24.241428571428557,327.4392857142855,13.511547619047612,10.400119047619041,94.72142857142852
Chennai,2022-12-04,75.78269841269837,46.69666666666664,404.1912698412696,15.968690476190467,13.150952380952374,123.5071428571428
Chennai,2022-12-05,71.00674603174599,44.64984126984124,410.47103174603154,17.966785714285702,17.428690476190468,132.7654761904761
Chennai,2022-12-06,73.32904761904757,47.366944444444414,433.3650793650791,14.962857142857134,21.155595238095227,150.98571428571418
Chennai,2022-12-07,65.86007936507933,42.73706349206346,408.1499999999998,13.237976190476182,25.525595238095224,137.12222222222212
Chennai,2022-12-08,68.51341269841267,42.391309523809504,336.4642857142855,11.466071428571423,18.17095238095237,121.27380952380946
Chennai,2022-12-09,41.124047619047595,23.82440476190475,268.042857142857,12.295595238095231,7.539166666666662,90.74047619047614
Chennai,2022-12-10,31.465238095238078,19.443690476190465,362.90396825396806,19.613690476190467,15.411190476190468,87.83452380952376
Chennai,2022-12-11,37.55285714285712,23.245952380952364,315.08452380952366,17.93357142857142,12.67416666666666,83.19642857142853
Chennai,2022-12-12,30.929642857142838,19.13511904761904,269.0726190476189,15.768690476190466,9.722023809523803,64.06547619047616
Chennai,2022-12-13,12.782619047619042,7.860357142857139,124.37738095238088,4.891547619047617,5.505714285714283,41.45476190476188
Chennai,2022-12-14,1.0486904761904756,0.7438095238095234,59.20833333333329,0.0,0.7201190476190472,27.25357142857141
Chennai,2022-12-15,1.4220238095238085,0.9624999999999991,64.52023809523806,0.12571428571428553,0.3551190476190473,34.338095238095214
Chennai,2022-12-16,66.28607142857139,38.98309523809522,366.01309523809505,17.84619047619047,16.51857142857142,98.19999999999995
Chennai,2022-12-17,72.16630952380949,41.442857142857115,351.4119047619046,16.44690476190475,17.708809523809514,112.15238095238088
Chennai,2022-12-18,60.4633333333333,33.39059523809522,276.7261904761903,12.779285714285706,12.500476190476183,114.79880952380945
Chennai,2022-12-19,60.831904761904724,36.123809523809506,293.72738095238077,15.339166666666657,9.490595238095233,96.27857142857137
Chennai,2022-12-20,67.53214285714282,40.8813095238095,348.60714285714266,15.406785714285705,9.92214285714285,100.54523809523805
Chennai,2022-12-21,61.05499999999997,37.02047619047617,319.09880952380934,13.079761904761897,8.885357142857139,98.322619047619
Chennai,2022-12-22,79.6064682539682,48.88119047619045,331.56190476190454,14.420119047619039,13.368928571428564,126.28571428571422
Chennai,2022-12-23,69.59884920634916,45.79416666666665,405.71190476190446,12.104523809523803,13.34119047619047,132.6714285714285
Chennai,2022-12-24,49.83892857142854,30.90559523809522,280.72499999999985,6.902499999999996,12.936904761904755,91.10833333333328
Chennai,2022-12-25,24.37273809523808,13.877499999999992,217.82976190476177,9.259047619047614,12.633174603174595,63.01785714285711
Chennai,2022-12-26,31.216904761904743,18.001190476190466,230.46071428571415,12.161904761904756,19.640873015873005,67.54761904761901
Chennai,2022-12-27,29.628690476190457,18.42095238095237,268.58452380952366,13.274404761904755,17.75345238095237,62.63928571428568
Chennai,2022-12-28,34.141666666666644,21.654523809523795,313.9075396825395,17.395119047619037,22.80789682539681,64.37619047619044
Chennai,2022-12-29,44.01202380952378,28.479761904761887,353.6257936507934,21.950912698412683,24.8967857142857,66.64166666666662
Chennai,2022-12-30,32.53416666666665,21.109166666666656,358.36944444444424,24.384523809523795,24.457182539682524,70.81547619047615
Chennai,2022-12-31,54.40023809523806,36.19166666666665,359.58293650793627,18.754007936507925,20.252142857142847,81.972619047619
Chennai,2023-01-01,50.050238095238065,32.20880952380951,376.3440476190474,18.87658730158729,21.11146825396824,87.23333333333329
Chennai,2023-01-02,47.84571428571426,28.902976190476178,350.2932539682538,17.075714285714273,20.017380952380943,79.25952380952377
Chennai,2023-01-03,67.04773809523806,40.20476190476188,351.91706349206333,17.472857142857134,15.790039682539673,93.45476190476184
Chennai,2023-01-04,63.94845238095235,37.39154761904759,341.50238095238075,17.320357142857134,12.12761904761904,100.50357142857136
Chennai,2023-01-05,73.87849206349202,47.74095238095236,355.85357142857123,14.852261904761896,9.789880952380946,111.22857142857136
Chennai,2023-01-06,68.9353571428571,41.481547619047596,315.88571428571413,13.927380952380943,8.608214285714281,99.52857142857137
Chennai,2023-01-07,68.9369444444444,43.912460317460294,380.2420634920633,16.71559523809523,13.099404761904752,116.34761904761898
Chennai,2023-01-08,66.80880952380949,40.1710714285714,371.6436507936506,17.185238095238084,16.78404761904761,117.15238095238088
Chennai,2023-01-09,54.67809523809521,31.1240476190476,319.165476190476,17.721785714285705,15.39809523809523,108.90357142857137
Chennai,2023-01-10,59.8803571428571,34.797380952380934,354.8214285714284,12.944404761904755,19.36940476190475,117.56428571428565
Chennai,2023-01-11,63.382499999999965,37.32833333333331,380.64880952380935,13.873214285714278,25.08238095238094,117.89285714285707
Chennai,2023-01-12,58.75845238095235,35.75345238095236,357.15595238095216,18.134999999999987,21.61472222222221,100.31309523809517
Chennai,2023-01-13,44.17059523809521,28.011547619047604,278.6571428571427,16.86940476190475,22.98567460317459,78.70119047619043
Chennai,2023-01-14,38.83452380952379,24.775595238095224,239.98452380952367,15.944999999999991,24.139404761904746,74.29166666666663
Chennai,2023-01-15,39.981547619047596,25.684999999999985,307.9130952380951,17.826190476190465,22.204682539682526,67.24642857142852
Chennai,2023-01-16,43.12071428571426,26.781666666666652,228.99642857142842,15.053571428571422,26.23630952380951,78.17380952380948
Chennai,2023-01-17,49.59119047619044,30.46571428571427,243.18571428571417,15.178690476190468,23.632499999999983,84.78452380952376
Chennai,2023-01-18,63.46499999999997,39.062738095238075,345.30476190476173,16.941785714285704,16.989761904761895,90.2773809523809
Chennai,2023-01-19,66.04373015873013,40.54523809523807,339.897222222222,17.489880952380943,14.848095238095228,94.4619047619047
Chennai,2023-01-20,73.67603174603171,44.59944444444442,333.23214285714266,16.24011904761904,11.136785714285708,95.43571428571424
Chennai,2023-01-21,65.75130952380948,40.45845238095236,306.61785714285696,14.35166666666666,8.900595238095233,100.70238095238089
Chennai,2023-01-22,73.30873015873011,46.89940476190474,389.66468253968225,17.325833333333325,13.213333333333326,106.96309523809516
Chennai,2023-01-23,45.20059523809522,27.365119047619032,227.79999999999987,14.717619047619038,9.262976190476186,82.22619047619042
Chennai,2023-01-24,48.43261904761902,28.65059523809522,235.15952380952368,14.912619047619039,10.151309523809518,91.10714285714282
Chennai,2023-01-25,72.19523809523805,44.27547619047616,345.16269841269826,16.890714285714278,14.348214285714278,98.947619047619
Chennai,2023-01-26,64.84880952380949,40.58011904761903,323.47420634920616,16.699166666666656,12.267857142857137,93.71547619047614
Chennai,2023-01-27,40.023095238095216,24.97630952380951,306.4285714285713,14.208214285714277,11.969999999999992,81.28095238095233
Chennai,2023-01-28,70.15011904761901,42.2088095238095,345.00277777777757,16.533928571428564,12.537738095238089,107.59047619047612
Chennai,2023-01-29,69.20499999999996,41.853095238095214,370.96825396825375,15.022619047619038,10.17773809523809,100.01071428571423
Chennai,2023-01-30,59.37678571428568,36.2388095238095,365.73214285714266,12.877023809523804,8.05428571428571,100.03809523809518
Chennai,2023-01-31,49.55190476190473,29.981904761904744,343.6571428571427,8.149285714285709,12.9104365079365,104.62261904761898
Chennai,2023-02-01,50.612857142857116,30.46869047619046,349.9845238095236,5.374880952380949,10.128809523809517,109.10119047619041
Chennai,2023-02-02,71.89678571428567,42.313095238095215,334.8916666666665,10.195476190476185,9.590476190476185,123.31428571428565
Chennai,2023-02-03,63.56440476190472,37.51619047619045,293.85476190476174,11.74166666666666,8.811071428571424,106.56904761904757
Chennai,2023-02-04,63.18988095238092,36.77999999999998,339.37738095238075,18.154880952380942,16.3245238095238,114.83690476190469
Chennai,2023-02-05,60.32904761904758,36.24488095238093,293.19285714285695,14.11559523809523,25.219761904761892,109.22976190476184
Chennai,2023-02-06,55.822738095238066,33.82464285714284,285.60476190476174,14.78214285714285,26.196230158730145,108.32499999999993
Chennai,2023-02-07,46.86297619047616,29.159404761904742,340.72142857142836,19.64035714285713,22.4442857142857,95.42857142857137
Chennai,2023-02-08,42.60059523809522,26.773928571428556,312.1214285714284,17.41059523809523,23.060714285714273,82.2321428571428
Chennai,2023-02-09,46.69809523809521,29.808452380952364,344.5626984126982,18.880674603174594,22.756071428571417,78.84999999999995
Chennai,2023-02-10,60.93202380952377,39.99714285714283,366.15396825396806,20.91638888888888,23.118492063492052,85.8273809523809
Chennai,2023-02-11,70.12297619047615,46.11380952380949,366.9095238095236,19.44785714285713,22.29488095238094,106.41428571428565
Chennai,2023-02-12,75.11142857142853,48.48642857142855,337.95079365079346,16.49813492063491,20.84380952380951,107.90714285714279
Chennai,2023-02-13,56.74813492063489,35.41928571428569,333.19285714285695,19.659920634920624,20.219325396825386,97.34523809523803
Chennai,2023-02-14,53.835119047619024,33.783928571428554,380.4940476190474,19.86753968253967,22.259007936507924,96.35952380952375
Chennai,2023-02-15,70.48607142857139,45.70634920634918,345.6210317460316,20.17047619047618,22.479801587301576,106.74484126984122
Chennai,2023-02-16,67.08396825396822,41.362857142857116,313.5773809523808,18.94079365079364,21.671031746031733,98.02023809523804
Chennai,2023-02-17,44.559642857142826,27.336071428571415,299.00039682539665,18.079126984126972,16.65341269841269,85.8369047619047
Chennai,2023-02-18,31.564404761904743,19.786071428571418,276.35396825396805,17.003095238095227,17.044761904761895,57.96190476190473
Chennai,2023-02-19,28.768928571428557,18.257142857142846,192.43333333333325,13.537142857142848,25.4317857142857,52.25714285714283
Chennai,2023-02-20,29.00202380952379,18.976666666666656,212.33928571428558,15.218452380952371,22.293333333333322,62.079761904761874
Chennai,2023-02-21,37.26511904761903,24.598214285714274,239.842857142857,17.684603174603165,24.99039682539681,61.49761904761902
Chennai,2023-02-22,52.19476190476187,33.79047619047617,340.85238095238077,19.519484126984114,19.534365079365067,78.87380952380947
Chennai,2023-02-23,42.793571428571404,27.02535714285713,336.0714285714284,17.58761904761904,19.32261904761904,74.32976190476187
Chennai,2023-02-24,31.633333333333315,20.372619047619036,318.92460317460296,16.835238095238086,20.047142857142845,65.93214285714282
Chennai,2023-02-25,39.263690476190455,25.90880952380951,324.51309523809505,20.246706349206338,23.72726190476189,70.06071428571424
Chennai,2023-02-26,45.07738095238093,28.620714285714268,301.9861111111109,15.108452380952372,19.59373015873015,79.39166666666662
Chennai,2023-02-27,42.15595238095236,26.753095238095224,322.6809523809522,17.716150793650783,16.64031746031745,89.65357142857137
Chennai,2023-02-28,51.73345238095235,31.735357142857126,303.53452380952365,14.233452380952372,10.212023809523803,90.52142857142853
Chennai,2023-03-01,49.09499999999997,30.04511904761903,310.47380952380934,14.280119047619038,10.508571428571422,95.49999999999994
Chennai,2023-03-02,50.05083333333331,30.047619047619026,324.07896825396807,17.358333333333324,17.645238095238085,107.03095238095231
Chennai,2023-03-03,51.5363095238095,31.131190476190458,337.7952380952379,16.91738095238094,16.23511904761904,98.47857142857139
Chennai,2023-03-04,50.68547619047616,31.01857142857141,331.2095238095236,15.723809523809514,16.44464285714285,89.74404761904758
Chennai,2023-03-05,51.482857142857114,31.54416666666665,334.66904761904743,16.78892857142856,16.88535714285713,92.51666666666661
Chennai,2023-03-06,45.49523809523807,27.55714285714284,355.70912698412684,17.046190476190464,19.64158730158729,92.7523809523809
Chennai,2023-03-07,43.641666666666644,25.684642857142844,309.2261904761903,17.438928571428562,16.845198412698405,90.00833333333328
Chennai,2023-03-08,35.424642857142835,20.870119047619035,246.73809523809507,11.758928571428564,21.94440476190475,82.81904761904757
Chennai,2023-03-09,44.31440476190474,26.792023809523794,232.2273809523808,10.316547619047613,20.582857142857133,85.58333333333327
Chennai,2023-03-10,47.81761904761902,29.307380952380935,227.642857142857,10.511904761904756,21.771547619047606,93.80238095238091
Chennai,2023-03-11,51.26797619047616,31.58845238095236,310.9309523809522,14.147976190476184,13.839880952380945,83.78095238095233
Chennai,2023-03-12,46.12726190476187,28.21071428571427,329.363095238095,13.737380952380946,13.286904761904752,85.55238095238091
Chennai,2023-03-13,48.497499999999974,28.693928571428557,378.2571428571426,17.81511904761904,18.555873015873004,97.7119047619047
Chennai,2023-03-14,48.11559523809521,28.056309523809507,382.7920634920633,18.27357142857142,18.457261904761893,103.02380952380946
Chennai,2023-03-15,52.23464285714283,31.917857142857127,372.8642857142855,14.18761904761904,14.371547619047611,82.47142857142852
Chennai,2023-03-16,40.370714285714264,25.14964285714284,310.20833333333314,11.646071428571423,12.273809523809517,61.828571428571394
Chennai,2023-03-17,34.64559523809522,21.549523809523794,306.05476190476173,13.086785714285705,14.43464285714285,70.72499999999997
Chennai,2023-03-18,35.57190476190474,21.513571428571414,331.9238095238093,14.571428571428562,15.83404761904761,64.64523809523806
Chennai,2023-03-19,31.54916666666665,19.563214285714274,291.8880952380951,19.621666666666655,21.255396825396815,58.43928571428568
Chennai,2023-03-20,26.772142857142843,16.92607142857142,288.165476190476,17.184761904761896,17.50249999999999,80.86071428571424
Chennai,2023-03-21,30.921904761904745,19.068690476190465,293.390476190476,15.337499999999991,16.46464285714285,74.28571428571423
Chennai,2023-03-22,29.246547619047604,18.174166666666654,240.30119047619033,14.382142857142851,16.946190476190466,63.34761904761901
Chennai,2023-03-23,25.46476190476189,15.495714285714277,225.2380952380951,13.264166666666659,15.681428571428562,52.94404761904759
Chennai,2023-03-24,38.59595238095236,23.84880952380951,265.3333333333332,16.510357142857135,16.427380952380943,76.47976190476186
Chennai,2023-03-25,26.440357142857128,15.952023809523801,216.39166666666654,11.16309523809523,14.240714285714278,41.260714285714265
Chennai,2023-03-26,26.502142857142843,16.316785714285704,210.16547619047606,9.520833333333327,15.365357142857134,34.35119047619046
Chennai,2023-03-27,30.343809523809508,18.192738095238084,209.9654761904761,12.821190476190468,18.134444444444433,48.0380952380952
Chennai,2023-03-28,31.08809523809522,18.023095238095227,185.32619047619036,10.125238095238089,14.4395238095238,49.70833333333331
Chennai,2023-03-29,30.784285714285698,17.881904761904753,183.1797619047618,10.722738095238087,12.77916666666666,54.219047619047586
Chennai,2023-03-30,25.10666666666665,14.69249999999999,128.6404761904761,8.073809523809519,13.735833333333325,53.232142857142826
Chennai,2023-03-31,27.409047619047602,16.13999999999999,144.98571428571418,8.627380952380948,16.104166666666657,57.34761904761901
Chennai,2023-04-01,26.199523809523793,15.572142857142849,150.73214285714278,7.498928571428567,15.575238095238086,43.03452380952378
Chennai,2023-04-02,36.057857142857124,22.044404761904747,244.50476190476175,14.212380952380945,16.214603174603166,72.04047619047616
Chennai,2023-04-03,26.36773809523808,15.637738095238086,198.44523809523798,11.857976190476185,13.897976190476184,62.99047619047615
Chennai,2023-04-04,25.220476190476177,14.761666666666658,170.06904761904752,10.852499999999994,13.470952380952374,48.97499999999997
Chennai,2023-04-05,24.24488095238094,14.409523809523803,180.8595238095237,9.668809523809518,13.623928571428564,52.11547619047616
Chennai,2023-04-06,20.824166666666656,12.049047619047611,171.92857142857133,9.50428571428571,13.453333333333326,42.5488095238095
Chennai,2023-04-07,19.041785714285705,11.079404761904755,184.05238095238084,9.362499999999995,14.30309523809523,38.99285714285712
Chennai,2023-04-08,23.285238095238082,13.378333333333325,158.60476190476183,8.416071428571424,16.08908730158729,53.18809523809521
Chennai,2023-04-09,34.55107142857141,20.67595238095237,182.22738095238083,9.414999999999994,19.602142857142848,62.357142857142826
Chennai,2023-04-10,40.34214285714283,24.472619047619034,200.2047619047618,11.967023809523802,22.407261904761892,58.95833333333331
Chennai,2023-04-11,41.957499999999975,26.497380952380936,276.50357142857126,14.105238095238086,21.353849206349196,65.71190476190473
Chennai,2023-04-12,41.01785714285712,26.45690476190475,312.1571428571427,20.350952380952368,25.72980158730157,46.88571428571425
Chennai,2023-04-13,34.78892857142855,22.352619047619033,273.417857142857,17.76238095238094,24.909047619047602,55.4785714285714
Chennai,2023-04-14,35.654761904761884,22.526071428571417,248.09642857142845,15.666428571428561,24.38896825396824,68.2880952380952
Chennai,2023-04-15,43.31845238095235,27.153690476190462,249.79642857142844,15.818809523809513,25.160873015873005,81.75952380952377
Chennai,2023-04-16,55.3210714285714,34.989047619047604,326.98214285714266,19.099960317460305,23.22849206349205,101.36190476190471
Chennai,2023-04-17,51.296547619047594,31.908095238095218,293.68333333333317,15.7720238095238,23.44400793650792,105.67738095238089
Chennai,2023-04-18,44.24880952380949,27.971190476190458,250.3619047619046,12.913809523809517,23.505277777777764,79.88452380952376
